Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Sales,Profit,Discount,Month,Year,Quarter,Profit_Margin
703,C0425,P049,2024-11-04,2,2882.9,896.9,15,November,2024,4,31.11
704,C0165,P081,2024-08-27,4,58951.48,22895.48,20,August,2024,3,38.84
705,C0384,P016,2025-04-30,4,74242.5,27674.5,15,April,2025,2,37.28
706,C0390,P086,2024-01-13,3,23701.08,4654.08,15,January,2024,1,19.64
707,C0162,P014,2025-01-26,3,77472.61,33270.61,15,January,2025,1,42.94
708,C0348,P072,2024-04-09,3,69012.34,30135.34,0,April,2024,2,43.67
709,C0215,P052,2025-09-17,5,55572.67,20047.67,15,September,2025,3,36.07
710,C0396,P059,2024-04-10,3,32698.29,8791.29,10,April,2024,2,26.89
711,C0476,P082,2025-04-17,3,30477.78,11130.78,15,April,2025,2,36.52
712,C0553,P052,2024-07-18,2,23123.99,8913.99,20,July,2024,3,38.55
713,C0401,P052,2024-11-16,5,48644.89,13119.89,5,November,2024,4,26.97
714,C0563,P006,2024-03-10,5,69944.7,9484.7,0,March,2024,1,13.56
715,C0477,P089,2024-04-16,1,10492.36,3089.36,20,April,2024,2,29.44
716,C0252,P022,2024-09-14,4,80928.14,22220.14,10,September,2024,3,27.46
717,C0305,P035,2024-04-04,2,20978.73,3080.73,20,April,2024,2,14.69
718,C0360,P045,2025-09-05,1,16025.06,6920.06,5,September,2025,3,43.18
719,C0039,P053,2024-03-29,1,2471.73,936.73,0,March,2024,1,37.9
720,C0022,P029,2024-07-08,5,19825.1,3765.1,20,July,2024,3,18.99
721,C0066,P066,2024-10-28,1,7820.22,2939.22,10,October,2024,4,37.58
722,C0076,P042,2025-10-16,4,5767.64,2115.64,0,October,2025,4,36.68
723,C0241,P025,2025-03-13,4,6838.03,2930.03,10,March,2025,1,42.85
724,C0089,P060,2024-10-10,3,13321.54,3208.54,0,October,2024,4,24.09
725,C0464,P044,2024-03-02,1,13242.62,3775.62,10,March,2024,1,28.51
726,C0274,P064,2024-07-01,3,15398.32,6704.32,10,July,2024,3,43.54
727,C0071,P008,2025-09-16,4,43320.31,7072.31,5,September,2025,3,16.33
728,C0361,P085,2024-04-21,4,73969.11,15541.11,15,April,2024,2,21.01
729,C0313,P080,2024-08-11,2,31877.96,10645.96,15,August,2024,3,33.4
730,C0262,P080,2024-09-22,5,83238.45,30158.45,15,September,2024,3,36.23
731,C0210,P081,2025-08-08,1,10570.35,1556.35,0,August,2025,3,14.72
732,C0022,P018,2025-05-24,3,35583.58,14085.58,0,May,2025,2,39.58
733,C0084,P072,2024-02-08,2,40804.33,14886.33,0,February,2024,1,36.48
734,C0275,P068,2025-02-04,4,41590.31,10158.31,10,February,2025,1,24.42
735,C0125,P007,2025-05-04,5,7651.99,1011.99,15,May,2025,2,13.23
736,C0194,P049,2025-07-07,4,5610.62,1638.62,0,July,2025,3,29.21
737,C0390,P068,2024-05-04,2,18107.19,2391.19,15,May,2024,2,13.21
738,C0044,P043,2024-12-07,5,48960.42,16275.42,10,December,2024,4,33.24
739,C0217,P027,2025-01-09,3,23373.14,6801.14,0,January,2025,1,29.1
740,C0135,P046,2024-03-23,5,118133.79,48833.79,10,March,2024,1,41.34
741,C0565,P077,2025-10-25,4,71888.56,28168.56,10,October,2025,4,39.18
742,C0263,P035,2025-01-28,2,22637.42,4739.42,0,January,2025,1,20.94
743,C0096,P015,2024-04-19,2,21532.45,5514.45,15,April,2024,2,25.61
744,C0048,P081,2024-07-13,3,39649.72,12607.72,15,July,2024,3,31.8
745,C0338,P008,2025-08-30,2,21263.15,3139.15,0,August,2025,3,14.76
746,C0356,P044,2025-07-07,2,27795.13,8861.13,0,July,2025,3,31.88
747,C0138,P048,2024-01-17,3,11574.19,3726.19,15,January,2024,1,32.19
748,C0043,P061,2024-02-13,1,2314.83,625.83,10,February,2024,1,27.04
749,C0187,P036,2025-04-14,4,21817.8,4033.8,20,April,2025,2,18.49
750,C0313,P076,2024-08-26,5,92021.54,18216.54,20,August,2024,3,19.8
751,C0143,P024,2025-05-15,1,3138.02,465.02,5,May,2025,2,14.82
752,C0451,P082,2024-02-16,1,9391.63,2942.63,20,February,2024,1,31.33
753,C0402,P045,2024-01-15,2,29242.4,11032.4,5,January,2024,1,37.73
754,C0228,P041,2024-04-09,2,5217.63,1875.63,10,April,2024,2,35.95
755,C0581,P062,2024-03-06,4,3224.57,1140.57,20,March,2024,1,35.37
756,C0322,P012,2025-09-22,1,12036.5,2204.5,20,September,2025,3,18.32
757,C0596,P073,2025-03-12,2,15750.07,2526.07,5,March,2025,1,16.04
758,C0516,P063,2024-11-28,3,17563.31,7093.31,15,November,2024,4,40.39
759,C0261,P024,2025-07-12,1,4769.45,2096.45,20,July,2025,3,43.96
760,C0244,P009,2024-02-16,2,40265.44,10637.44,5,February,2024,1,26.42
761,C0395,P055,2024-05-03,5,85853.76,17863.76,0,May,2024,2,20.81
762,C0456,P040,2024-06-21,3,14868.12,2895.12,15,June,2024,2,19.47
763,C0272,P082,2024-09-06,3,29208.46,9861.46,15,September,2024,3,33.76
764,C0275,P063,2025-10-09,5,20529.13,3079.13,0,October,2025,4,15.0
765,C0276,P075,2024-01-17,5,56567.29,16002.29,5,January,2024,1,28.29
766,C0005,P050,2024-07-02,4,28912.18,4868.18,0,July,2024,3,16.84
767,C0383,P082,2024-10-17,1,10378.9,3929.9,20,October,2024,4,37.86
768,C0570,P028,2025-12-09,4,22199.58,8331.58,15,December,2025,4,37.53
769,C0082,P030,2025-06-19,2,17475.3,3865.3,10,June,2025,2,22.12
770,C0306,P051,2025-09-17,4,918.75,270.75,5,September,2025,3,29.47
771,C0481,P028,2025-09-18,1,5330.78,1863.78,15,September,2025,3,34.96
772,C0193,P059,2024-12-22,1,12413.11,4444.11,10,December,2024,4,35.8
773,C0052,P060,2024-07-15,4,15546.65,2062.65,5,July,2024,3,13.27
774,C0397,P041,2025-09-25,1,2993.25,1322.25,0,September,2025,3,44.17
775,C0269,P053,2025-06-03,3,7878.12,3273.12,20,June,2025,2,41.55
776,C0276,P025,2024-10-10,2,2836.7,882.7,5,October,2024,4,31.12
777,C0187,P032,2025-12-02,1,11710.37,2532.37,5,December,2025,4,21.63
778,C0064,P003,2025-11-17,4,86322.66,27734.66,5,November,2025,4,32.13
779,C0092,P060,2024-10-18,1,3995.03,624.03,10,October,2024,4,15.62
780,C0064,P046,2025-09-23,2,39709.91,11989.91,10,September,2025,3,30.19
781,C0528,P009,2025-07-04,4,69812.83,10556.83,0,July,2025,3,15.12
782,C0574,P088,2025-05-11,2,7907.23,1595.23,0,May,2025,2,20.17
783,C0361,P075,2025-03-31,5,49710.07,9145.07,5,March,2025,1,18.4
784,C0133,P089,2024-07-22,5,56516.17,19501.17,15,July,2024,3,34.51
785,C0318,P046,2024-11-29,3,54034.92,12454.92,0,November,2024,4,23.05
786,C0007,P089,2024-07-23,2,17970.66,3164.66,15,July,2024,3,17.61
787,C0138,P002,2025-04-27,4,19970.97,8422.97,0,April,2025,2,42.18
788,C0117,P011,2024-05-28,5,41279.9,13099.9,15,May,2024,2,31.73
789,C0313,P007,2024-07-01,2,4656.3,2000.3,15,July,2024,3,42.96
790,C0211,P032,2024-07-17,4,51131.2,14419.2,15,July,2024,3,28.2
791,C0466,P085,2024-12-09,3,78181.54,34360.54,5,December,2024,4,43.95
792,C0581,P029,2024-03-02,2,7521.61,1097.61,20,March,2024,1,14.59
793,C0292,P046,2025-04-14,3,51506.23,9926.23,15,April,2025,2,19.27
794,C0226,P020,2024-08-13,4,14141.48,2929.48,10,August,2024,3,20.72
795,C0324,P046,2024-06-23,3,64131.47,22551.47,20,June,2024,2,35.16
796,C0335,P080,2024-03-29,5,94513.63,41433.63,5,March,2024,1,43.84
797,C0445,P034,2024-08-09,4,82340.44,34104.44,15,August,2024,3,41.42
798,C0008,P089,2024-10-12,5,53959.28,16944.28,15,October,2024,4,31.4
799,C0493,P052,2024-09-10,1,11542.15,4437.15,5,September,2024,3,38.44
800,C0108,P068,2025-08-28,3,33764.14,10190.14,5,August,2025,3,30.18
801,C0051,P015,2025-03-03,2,27934.44,11916.44,0,March,2025,1,42.66
802,C0534,P043,2025-05-31,1,7687.76,1150.76,15,May,2025,2,14.97
803,C0555,P028,2025-05-05,1,4946.38,1479.38,15,May,2025,2,29.91
804,C0198,P034,2024-03-26,1,17414.24,5355.24,5,March,2024,1,30.75
805,C0154,P051,2024-08-11,5,1328.0,518.0,15,August,2024,3,39.01
806,C0229,P071,2025-10-25,2,14250.06,3946.06,5,October,2025,4,27.69
807,C0301,P016,2024-06-14,1,13508.85,1866.85,10,June,2024,2,13.82
808,C0241,P022,2024-01-25,4,100252.68,41544.68,20,January,2024,1,41.44
809,C0174,P037,2025-12-21,4,63416.51,19724.51,5,December,2025,4,31.1
810,C0417,P060,2025-10-03,4,17127.58,3643.58,10,October,2025,4,21.27
811,C0503,P026,2025-10-04,4,11310.63,4274.63,0,October,2025,4,37.79
812,C0267,P023,2025-06-27,1,10099.44,2886.44,10,June,2025,2,28.58
813,C0477,P053,2025-12-15,1,2061.17,526.17,10,December,2025,4,25.53
814,C0108,P039,2025-12-02,5,37354.21,12494.21,5,December,2025,4,33.45
815,C0107,P081,2024-02-26,1,14001.41,4987.41,10,February,2024,1,35.62
816,C0161,P008,2024-02-22,5,79947.66,34637.66,10,February,2024,1,43.33
817,C0324,P011,2025-09-25,1,7884.32,2248.32,15,September,2025,3,28.52
818,C0248,P014,2025-10-25,1,20445.21,5711.21,5,October,2025,4,27.93
819,C0355,P073,2025-12-27,5,53166.03,20106.03,20,December,2025,4,37.82
820,C0322,P069,2024-09-01,2,34530.51,6682.51,10,September,2024,3,19.35
821,C0066,P086,2025-08-17,5,38849.93,7104.93,15,August,2025,3,18.29
822,C0316,P086,2024-11-24,2,20819.17,8121.17,5,November,2024,4,39.01
823,C0438,P008,2025-11-27,3,47131.18,19945.18,20,November,2025,4,42.32
824,C0366,P042,2025-01-16,4,4857.69,1205.69,0,January,2025,1,24.82
825,C0458,P005,2025-06-23,3,11852.9,3644.9,20,June,2025,2,30.75
826,C0085,P001,2025-11-25,1,8296.96,2596.96,20,November,2025,4,31.3
827,C0383,P014,2025-09-27,5,127791.17,54121.17,15,September,2025,3,42.35
828,C0063,P089,2024-07-11,3,37087.64,14878.64,0,July,2024,3,40.12
829,C0367,P067,2024-07-02,4,6960.54,1192.54,15,July,2024,3,17.13
830,C0588,P081,2024-04-21,3,47941.86,20899.86,0,April,2024,2,43.59
831,C0344,P040,2025-05-23,2,10610.97,2628.97,5,May,2025,2,24.78
832,C0569,P037,2025-10-04,2,37547.72,15701.72,20,October,2025,4,41.82
833,C0502,P024,2024-05-15,1,3583.32,910.32,20,May,2024,2,25.4
834,C0015,P072,2025-10-22,4,71292.91,19456.91,15,October,2025,4,27.29
835,C0486,P041,2024-01-23,1,2238.28,567.28,0,January,2024,1,25.34
836,C0025,P069,2025-10-22,2,47138.75,19290.75,20,October,2025,4,40.92
837,C0310,P075,2025-11-02,3,34502.96,10163.96,10,November,2025,4,29.46
838,C0162,P079,2025-07-15,3,7006.0,2227.0,20,July,2025,3,31.79
839,C0182,P083,2024-05-15,4,18119.47,5603.47,20,May,2024,2,30.93
840,C0301,P062,2024-08-20,3,1971.93,408.93,10,August,2024,3,20.74
841,C0019,P015,2024-02-18,4,44585.67,12549.67,10,February,2024,1,28.15
842,C0526,P006,2024-06-19,2,33362.52,9178.52,15,June,2024,2,27.51
843,C0431,P029,2024-10-19,5,28116.01,12056.01,20,October,2024,4,42.88
844,C0319,P082,2024-06-14,2,22991.77,10093.77,5,June,2024,2,43.9
845,C0317,P071,2025-08-11,2,12632.67,2328.67,10,August,2025,3,18.43
846,C0282,P042,2024-07-07,2,2623.19,797.19,10,July,2024,3,30.39
847,C0064,P067,2025-11-12,2,4371.04,1487.04,0,November,2025,4,34.02
848,C0453,P058,2025-01-16,3,53212.51,23413.51,5,January,2025,1,44.0
849,C0174,P015,2025-06-30,4,48083.26,16047.26,5,June,2025,2,33.37
850,C0094,P029,2025-02-18,3,11842.34,2206.34,0,February,2025,1,18.63
851,C0403,P049,2024-11-23,4,6551.96,2579.96,15,November,2024,4,39.38
852,C0471,P018,2025-06-03,2,16521.8,2189.8,20,June,2025,2,13.25
853,C0295,P087,2025-04-30,3,28989.0,10533.0,10,April,2025,2,36.33
854,C0419,P041,2025-11-13,3,8924.36,3911.36,20,November,2025,4,43.83
855,C0518,P004,2024-12-12,2,20874.9,8372.9,15,December,2024,4,40.11
856,C0227,P059,2024-05-22,1,12954.14,4985.14,0,May,2024,2,38.48
857,C0320,P042,2025-02-15,5,5596.55,1031.55,0,February,2025,1,18.43
858,C0302,P079,2024-12-31,5,13513.18,5548.18,15,December,2024,4,41.06
859,C0113,P041,2025-10-18,1,2276.13,605.13,20,October,2025,4,26.59
860,C0468,P036,2024-10-11,2,13597.92,4705.92,5,October,2024,4,34.61
861,C0173,P087,2025-04-01,2,14329.94,2025.94,20,April,2025,2,14.14
862,C0503,P052,2024-07-18,1,12677.42,5572.42,15,July,2024,3,43.96
863,C0053,P029,2025-06-07,4,17428.86,4580.86,20,June,2025,2,26.28
864,C0099,P043,2025-02-11,1,11377.59,4840.59,10,February,2025,1,42.54
865,C0422,P087,2025-01-13,2,19875.59,7571.59,15,January,2025,1,38.09
866,C0584,P017,2024-12-19,4,3380.6,952.6,10,December,2024,4,28.18
867,C0109,P065,2025-07-28,3,42759.89,11091.89,15,July,2025,3,25.94
868,C0598,P022,2025-03-01,1,18936.29,4259.29,15,March,2025,1,22.49
869,C0187,P062,2025-02-28,4,2787.58,703.58,15,February,2025,1,25.24
870,C0287,P026,2024-03-29,2,5956.26,2438.26,20,March,2024,1,40.94
871,C0387,P032,2025-06-21,2,23588.55,5232.55,15,June,2025,2,22.18
872,C0508,P038,2025-01-19,3,16863.9,2727.9,20,January,2025,1,16.18
873,C0313,P024,2025-02-28,1,3085.45,412.45,10,February,2025,1,13.37
874,C0169,P090,2024-05-20,2,2511.75,849.75,20,May,2024,2,33.83
875,C0122,P064,2024-10-23,2,7366.16,1570.16,15,October,2024,4,21.32
876,C0503,P060,2025-08-22,5,24757.98,7902.98,10,August,2025,3,31.92
877,C0293,P045,2024-08-17,3,40184.88,12869.88,15,August,2024,3,32.03
878,C0181,P004,2024-09-25,1,10403.49,4152.49,5,September,2024,3,39.91
879,C0335,P045,2024-05-07,3,48386.26,21071.26,15,May,2024,2,43.55
880,C0438,P084,2025-12-05,3,26339.63,7805.63,15,December,2025,4,29.63
881,C0460,P078,2025-05-19,2,10378.51,1496.51,10,May,2025,2,14.42
882,C0198,P084,2025-08-18,1,9509.67,3331.67,10,August,2025,3,35.03
883,C0521,P035,2025-10-05,4,54324.85,18528.85,10,October,2025,4,34.11
884,C0151,P027,2025-01-17,4,39403.09,17307.09,0,January,2025,1,43.92
885,C0454,P074,2024-09-22,5,63552.45,24477.45,0,September,2024,3,38.52
886,C0382,P005,2024-11-23,2,8361.63,2889.63,5,November,2024,4,34.56
887,C0096,P012,2024-12-31,4,67679.8,28351.8,5,December,2024,4,41.89
888,C0448,P015,2025-03-05,2,18971.36,2953.36,10,March,2025,1,15.57
889,C0466,P016,2025-06-26,3,41270.82,6344.82,10,June,2025,2,15.37
890,C0544,P060,2024-04-06,1,5002.61,1631.61,5,April,2024,2,32.62
891,C0522,P052,2024-11-26,5,58232.88,22707.88,20,November,2024,4,38.99
892,C0488,P010,2024-10-04,3,8226.24,3351.24,10,October,2024,4,40.74
893,C0508,P035,2024-12-26,3,32546.4,5699.4,20,December,2024,4,17.51
894,C0448,P084,2024-10-15,2,14312.99,1956.99,20,October,2024,4,13.67
895,C0298,P004,2024-12-14,3,31059.19,12306.19,15,December,2024,4,39.62
896,C0574,P079,2025-05-30,2,3876.0,690.0,5,May,2025,2,17.8
897,C0005,P052,2025-09-20,2,24022.33,9812.33,20,September,2025,3,40.85
898,C0389,P015,2025-12-20,5,68074.31,28029.31,20,December,2025,4,41.17
899,C0410,P058,2024-04-29,1,14117.53,4184.53,0,April,2024,2,29.64
900,C0486,P029,2024-12-22,2,11243.39,4819.39,15,December,2024,4,42.86
901,C0324,P017,2025-03-28,3,2912.11,1091.11,5,March,2025,1,37.47
902,C0250,P089,2024-06-25,5,55153.41,18138.41,10,June,2024,2,32.89
903,C0395,P084,2024-08-15,3,21660.57,3126.57,0,August,2024,3,14.43
904,C0002,P007,2025-12-05,2,4533.61,1877.61,5,December,2025,4,41.42
905,C0518,P026,2024-05-13,2,4748.7,1230.7,5,May,2024,2,25.92
906,C0566,P027,2024-03-20,1,7877.91,2353.91,0,March,2024,1,29.88
907,C0182,P005,2024-02-13,1,4524.11,1788.11,15,February,2024,1,39.52
908,C0358,P039,2025-08-30,2,12132.49,2188.49,20,August,2025,3,18.04
909,C0339,P018,2024-02-14,1,10425.84,3259.84,10,February,2024,1,31.27
910,C0112,P023,2024-04-08,1,9709.2,2496.2,0,April,2024,2,25.71
911,C0239,P088,2025-08-24,1,5516.89,2360.89,5,August,2025,3,42.79
912,C0421,P054,2024-01-30,2,12510.57,2660.57,10,January,2024,1,21.27
913,C0450,P085,2025-08-16,1,18180.05,3573.05,10,August,2025,3,19.65
914,C0078,P028,2025-09-19,3,14342.27,3941.27,20,September,2025,3,27.48
915,C0235,P090,2024-04-11,2,2456.75,794.75,0,April,2024,2,32.35
916,C0171,P067,2024-08-10,5,11868.44,4658.44,20,August,2024,3,39.25
917,C0594,P052,2025-07-04,2,25247.92,11037.92,5,July,2025,3,43.72
918,C0142,P024,2024-08-07,1,4765.5,2092.5,0,August,2024,3,43.91
919,C0014,P088,2025-01-10,5,26878.75,11098.75,15,January,2025,1,41.29
920,C0129,P068,2024-07-04,5,49911.33,10621.33,0,July,2024,3,21.28
921,C0332,P015,2024-08-07,3,42956.57,18929.57,15,August,2024,3,44.07
922,C0585,P004,2024-11-17,5,40566.18,9311.18,0,November,2024,4,22.95
923,C0021,P051,2024-05-19,1,235.36,73.36,20,May,2024,2,31.17
924,C0331,P010,2025-07-24,4,10695.61,4195.61,10,July,2025,3,39.23
925,C0520,P036,2024-04-28,1,5350.59,904.59,15,April,2024,2,16.91
926,C0085,P055,2024-11-15,4,72577.83,18185.83,20,November,2024,4,25.06
927,C0002,P065,2024-10-24,4,54756.83,12532.83,15,October,2024,4,22.89
928,C0117,P067,2025-05-02,4,7340.99,1572.99,0,May,2025,2,21.43
929,C0436,P004,2025-11-19,3,23751.49,4998.49,15,November,2025,4,21.04
930,C0195,P089,2025-11-05,1,10420.76,3017.76,20,November,2025,4,28.96
931,C0197,P088,2025-02-14,1,3873.96,717.96,15,February,2025,1,18.53
932,C0294,P032,2024-03-07,5,81932.97,36042.97,5,March,2024,1,43.99
933,C0398,P013,2024-07-24,3,54335.35,23876.35,10,July,2024,3,43.94
934,C0566,P065,2024-05-05,5,89653.12,36873.12,15,May,2024,2,41.13
935,C0279,P020,2024-10-12,2,9500.89,3894.89,15,October,2024,4,41.0
936,C0336,P002,2024-12-30,5,22170.32,7735.32,15,December,2024,4,34.89
937,C0049,P080,2025-05-11,4,67234.95,24770.95,15,May,2025,2,36.84
938,C0205,P014,2024-04-20,5,98075.32,24405.32,15,April,2024,2,24.88
939,C0077,P010,2024-08-24,1,2133.54,508.54,15,August,2024,3,23.84
940,C0186,P027,2024-03-10,2,12918.65,1870.65,0,March,2024,1,14.48
941,C0325,P070,2025-01-26,4,12675.25,4707.25,5,January,2025,1,37.14
942,C0409,P047,2024-11-06,5,64797.22,24082.22,5,November,2024,4,37.17
943,C0121,P016,2025-11-07,5,90522.44,32312.44,0,November,2025,4,35.7
944,C0106,P025,2024-07-25,5,8054.98,3169.98,15,July,2024,3,39.35
945,C0014,P013,2025-05-31,3,48136.2,17677.2,15,May,2025,2,36.72
946,C0440,P050,2025-07-13,3,27096.11,9063.11,20,July,2025,3,33.45
947,C0161,P066,2025-03-16,1,8635.35,3754.35,0,March,2025,1,43.48
948,C0087,P081,2025-01-20,1,12613.83,3599.83,10,January,2025,1,28.54
949,C0484,P019,2024-06-30,4,62639.3,19403.3,0,June,2024,2,30.98
950,C0010,P035,2025-12-24,5,70635.23,25890.23,10,December,2025,4,36.65
951,C0586,P038,2024-11-15,2,13848.21,4424.21,5,November,2024,4,31.95
952,C0491,P069,2025-08-05,4,81697.44,26001.44,0,August,2025,3,31.83
953,C0246,P057,2025-08-08,4,65315.87,23951.87,20,August,2025,3,36.67
954,C0269,P039,2025-06-02,4,29023.4,9135.4,5,June,2025,2,31.48
955,C0441,P089,2025-08-28,1,10396.77,2993.77,15,August,2025,3,28.8
956,C0425,P037,2024-10-18,4,67766.76,24074.76,10,October,2024,4,35.53
957,C0197,P066,2024-02-16,3,17424.08,2781.08,20,February,2024,1,15.96
958,C0186,P085,2025-08-20,2,49488.73,20274.73,10,August,2025,3,40.97
959,C0391,P049,2025-01-24,1,1635.84,642.84,10,January,2025,1,39.3
960,C0600,P012,2025-02-25,1,14043.01,4211.01,10,February,2025,1,29.99
961,C0123,P013,2024-09-10,3,36145.45,5686.45,5,September,2024,3,15.73
962,C0312,P056,2024-03-27,2,34397.89,12505.89,20,March,2024,1,36.36
963,C0253,P051,2024-12-11,1,277.8,115.8,0,December,2024,4,41.68
964,C0355,P012,2024-02-08,2,22865.55,3201.55,10,February,2024,1,14.0
965,C0073,P068,2025-08-04,4,49585.52,18153.52,15,August,2025,3,36.61
966,C0145,P031,2024-01-21,5,100006.14,42396.14,10,January,2024,1,42.39
967,C0387,P018,2025-01-21,4,43918.78,15254.78,10,January,2025,1,34.73
968,C0193,P016,2024-04-10,5,81709.12,23499.12,20,April,2024,2,28.76
969,C0049,P005,2024-12-10,4,13297.36,2353.36,5,December,2024,4,17.7
970,C0357,P003,2024-06-19,4,86522.73,27934.73,10,June,2024,2,32.29
971,C0379,P057,2024-07-25,5,69527.12,17822.12,15,July,2024,3,25.63
972,C0002,P043,2025-07-02,4,40870.34,14722.34,0,July,2025,3,36.02
973,C0377,P088,2024-10-31,2,8437.76,2125.76,0,October,2024,4,25.19
974,C0481,P011,2025-10-01,5,39770.94,11590.94,5,October,2025,4,29.14
975,C0105,P072,2024-04-07,1,20948.35,7989.35,20,April,2024,2,38.14
976,C0082,P061,2025-08-03,5,11560.74,3115.74,0,August,2025,3,26.95
977,C0022,P044,2024-12-21,5,69058.19,21723.19,5,December,2024,4,31.46
978,C0141,P074,2025-05-31,1,12296.89,4481.89,10,May,2025,2,36.45
979,C0053,P007,2024-11-16,3,5702.66,1718.66,20,November,2024,4,30.14
980,C0536,P068,2025-10-01,2,22305.79,6589.79,10,October,2025,4,29.54
981,C0202,P053,2024-07-03,5,11087.29,3412.29,20,July,2024,3,30.78
982,C0245,P040,2024-07-10,1,6218.37,2227.37,20,July,2024,3,35.82
983,C0558,P018,2024-10-01,5,52830.7,17000.7,15,October,2024,4,32.18
984,C0166,P070,2025-08-02,5,16691.04,6731.04,15,August,2025,3,40.33
985,C0108,P083,2025-04-18,1,4660.57,1531.57,10,April,2025,2,32.86
986,C0545,P019,2025-03-21,2,28238.36,6620.36,10,March,2025,1,23.44
987,C0515,P045,2025-10-11,4,49426.48,13006.48,0,October,2025,4,26.31
988,C0076,P089,2024-10-20,2,25168.4,10362.4,10,October,2024,4,41.17
989,C0318,P059,2024-08-29,2,20985.41,5047.41,20,August,2024,3,24.05
990,C0414,P005,2024-07-15,4,14282.08,3338.08,5,July,2024,3,23.37
991,C0316,P072,2025-04-20,1,16971.51,4012.51,10,April,2025,2,23.64
992,C0163,P076,2025-03-08,4,89385.9,30341.9,15,March,2025,1,33.94
993,C0195,P054,2024-05-19,1,6310.37,1385.37,10,May,2024,2,21.95
994,C0531,P011,2025-11-05,1,7428.01,1792.01,10,November,2025,4,24.13
995,C0058,P048,2025-05-12,5,16538.23,3458.23,0,May,2025,2,20.91
996,C0254,P003,2024-11-17,1,17370.8,2723.8,0,November,2024,4,15.68
997,C0537,P041,2025-02-20,5,11226.5,2871.5,0,February,2025,1,25.58
998,C0529,P039,2025-02-10,3,23665.53,8749.53,0,February,2025,1,36.97
999,C0202,P019,2025-05-27,2,28177.48,6559.48,20,May,2025,2,23.28
1000,C0195,P008,2025-06-21,1,13495.79,4433.79,20,June,2025,2,32.85
1001,C0592,P004,2024-08-31,3,27617.42,8864.42,0,August,2024,3,32.1
1002,C0111,P050,2024-12-03,5,36952.02,6897.02,10,December,2024,4,18.66
1003,C0320,P083,2025-03-09,5,25488.89,9843.89,5,March,2025,1,38.62
1004,C0475,P038,2024-08-07,2,11721.39,2297.39,5,August,2024,3,19.6
1005,C0044,P050,2025-08-26,3,25889.24,7856.24,10,August,2025,3,30.35
1006,C0486,P082,2025-12-17,1,9471.86,3022.86,10,December,2025,4,31.91
1007,C0295,P045,2025-05-01,1,12343.82,3238.82,15,May,2025,2,26.24
1008,C0123,P018,2025-01-06,2,25455.85,11123.85,5,January,2025,1,43.7
1009,C0590,P020,2024-01-22,4,18109.47,6897.47,10,January,2024,1,38.09
1010,C0231,P043,2025-12-08,5,38327.29,5642.29,0,December,2025,4,14.72
1011,C0152,P058,2024-11-12,2,26112.64,6246.64,15,November,2024,4,23.92
1012,C0182,P018,2025-07-01,3,37343.15,15845.15,0,July,2025,3,42.43
1013,C0542,P089,2024-01-09,2,25280.81,10474.81,15,January,2024,1,41.43
1014,C0170,P076,2024-11-04,4,103497.04,44453.04,10,November,2024,4,42.95
1015,C0105,P029,2024-10-31,1,5648.65,2436.65,5,October,2024,4,43.14
1016,C0466,P089,2025-03-25,2,25297.84,10491.84,5,March,2025,1,41.47
1017,C0097,P017,2024-02-04,3,3135.13,1314.13,15,February,2024,1,41.92
1018,C0355,P021,2025-04-27,3,51652.65,21502.65,15,April,2025,2,41.63
1019,C0159,P059,2025-03-08,4,55853.87,23977.87,10,March,2025,1,42.93
1020,C0488,P036,2025-06-02,1,7495.34,3049.34,10,June,2025,2,40.68
1021,C0485,P019,2025-07-14,1,14902.44,4093.44,20,July,2025,3,27.47
1022,C0334,P052,2024-02-23,3,30792.08,9477.08,0,February,2024,1,30.78
1023,C0212,P043,2024-01-04,2,20390.23,7316.23,5,January,2024,1,35.88
1024,C0585,P081,2024-11-17,4,46153.45,10097.45,10,November,2024,4,21.88
1025,C0577,P035,2024-09-12,5,53848.41,9103.41,5,September,2024,3,16.91
1026,C0507,P025,2025-08-31,5,7883.49,2998.49,5,August,2025,3,38.04
1027,C0230,P041,2025-04-07,4,11130.31,4446.31,10,April,2025,2,39.95
1028,C0253,P042,2024-09-23,4,6273.33,2621.33,5,September,2024,3,41.79
1029,C0061,P027,2024-10-15,2,17642.04,6594.04,10,October,2024,4,37.38
1030,C0487,P076,2024-07-05,2,35569.86,6047.86,10,July,2024,3,17.0
1031,C0257,P076,2024-08-17,4,101535.22,42491.22,20,August,2024,3,41.85
1032,C0155,P088,2025-10-24,1,5574.35,2418.35,20,October,2025,4,43.38
1033,C0464,P046,2025-04-18,5,107921.43,38621.43,0,April,2025,2,35.79
1034,C0005,P036,2024-02-20,2,11738.85,2846.85,5,February,2024,1,24.25
1035,C0051,P037,2024-09-23,4,67796.99,24104.99,20,September,2024,3,35.55
1036,C0584,P027,2024-06-23,2,13344.77,2296.77,10,June,2024,2,17.21
1037,C0159,P010,2025-03-21,5,9963.51,1838.51,20,March,2025,1,18.45
1038,C0026,P062,2024-05-01,4,3517.2,1433.2,15,May,2024,2,40.75
1039,C0477,P015,2024-09-29,2,25850.11,9832.11,5,September,2024,3,38.04
1040,C0227,P024,2024-05-13,3,13112.57,5093.57,15,May,2024,2,38.84
1041,C0468,P055,2024-08-08,4,92826.45,38434.45,20,August,2024,3,41.4
